seconds,a_vx,a_vy,b_vx,b_vy
0.1,1.0648191861798282,-1.5051367480449291,0.7188252641944961,-0.4043927915305807
0.2,-0.0915098223441139,-0.9057380789553985,0.4534666708142886,0.442721347750661
0.30000000000000004,1.0455214516364557,0.8144835038065882,-0.026032581865521064,-0.9260009117409536
0.4,-0.6399147642984486,-0.4330199729712737,-2.4254438599203145,0.7135202146510156
0.5,0.2540244914261344,-1.1952119883841803,0.25145828678356313,0.9243000730372172
0.6,-0.01775628152075307,-0.5885484693482985,-1.6421524419323212,0.32214625808958525
0.7000000000000001,-1.675701074411782,-0.8338165040201656,-0.691903894302125,0.2754777386516919
0.8,0.8280900850055422,0.5595777459307054,-0.36331717905798355,0.9470931033648644
0.9,-0.5683489080619829,0.609380471815805,-1.6177862652397925,-0.7465848291803359
1.0,-1.9936518397817449,1.295065908684115,-1.2186927085186865,1.8588515461989015
1.1,0.3128420198737826,-0.3895308263288449,-0.5816321650700597,-0.6005894748708914
1.2000000000000002,1.3322952006808562,-0.5911718624578015,0.4764650296670141,-2.349841107329886
1.3000000000000003,-1.6704092339512775,-0.5601104386234526,-0.5459918619894017,-0.036834210586620696
1.4000000000000001,1.2962056868724259,-0.3204578761675627,0.17820571623019815,-1.5747831971365607
1.5000000000000002,0.46718823396748793,1.5234963717303418,1.6220676553646922,-1.1487466836190314
1.6,-0.09954182542428867,1.5172351430490705,1.1290835293725898,-0.27408621722603954
1.7000000000000002,-0.6029154447487878,-1.6945829971055903,0.2643889017264209,-0.04512952525174642
1.8000000000000003,-1.2641259896282235,0.6294133463910235,-1.7616458966387774,0.8009883469670123
1.9000000000000001,-0.6393643841634182,2.1691982418893643,-0.3604101090873252,-0.13090747293261396
2.0,-1.0732116408437489,-1.2445278996089442,-1.1421747899364816,1.8046690595794093
2.1,0.9931416293626091,0.14832964393546438,-0.7241573588397918,-0.7724163925914678
2.2,-1.482180580596723,1.4948775309967453,0.6477722510916822,-1.4429169765138117
2.3000000000000003,-1.2412651239364692,1.0597143378419664,-0.23050467740030658,1.005621244588467
2.4000000000000004,0.599378904368555,-0.8189869415921466,-0.6179516918197554,-0.5568297032371652
2.5000000000000004,-0.26147604404648633,-0.2111448275034799,0.8546389845613478,-0.7305385300942946
2.6,1.1780145593478808,0.5166344529459366,0.7328330851590976,-1.8580747535363056
2.7,-0.5212420806034299,0.8115003743772545,0.9649029484454757,-0.4361615757546629
2.8000000000000003,1.6462901115274124,-0.6180671915996829,-1.2819851257657309,-0.4448667007010727
2.9000000000000004,0.8233208495094421,0.89049202068207,-1.7659224581707176,0.05457540708092963
3.0000000000000004,-0.02629607417654169,0.8651885294069949,0.8893167477324292,0.8876943812557601
3.1,1.7297929224686956,-0.3390080339688726,-1.3291928778320183,-0.7995514449919429
3.2,-0.354985140815544,0.16785489062290476,-0.13971277806200794,-1.5464858862947826
3.3000000000000003,-0.7842194101540512,-0.23025861124624789,0.03425555593614803,-1.1404248108154087
3.4000000000000004,-0.339530557424318,-1.906093525153505,0.12392592909543829,-1.867086708940325
3.5000000000000004,-1.7106728955255714,2.0029052470273987,-1.7767924179008412,0.3434717856474514
3.6,0.05307307385201477,1.262227021227294,1.828673737118728,0.5917250600546595
3.7,-0.37734274609778745,-0.8902685584638154,-1.4815954404016052,-0.25323195266886106
3.8000000000000003,-0.8901645034449343,1.813681441979243,1.4607778883687859,0.8920138779471449
3.9000000000000004,-0.4874891397822528,0.8413134880715862,1.0623111593316357,2.706264313776009
4.0,0.08709370762187711,0.7898050524678107,0.5625418465325581,-2.703884246826575
4.1,-1.6795375298923407,0.6517290011021889,-1.9434006244887396,0.8077911788895912
4.2,-0.7827142273752002,0.36351139240855024,0.6973437867390169,-0.9220863199433749
4.3,1.3158353950589792,-0.041414074485013774,0.7129197083313261,-0.2956915576403443
4.3999999999999995,1.292283458830922,-0.6206172074795498,-0.6404207068781679,0.41245865065022536
4.5,0.03330210218039623,-1.1109082736291989,1.5572709226777046,-0.967374511789351
4.6,1.320385112518577,0.10789811976120248,-0.21061031306643826,0.05123702875451995
4.7,0.3532546267039563,-1.485259155495197,1.1591745370165092,-1.1303574167347634
4.8,0.5559644986125823,0.16451730566323358,-2.436664517606421,-0.38403621460945575
4.9,0.5067523633481206,-0.20549839092016556,-1.1784475022515302,1.545933793698821
5.0,0.8535756525826371,0.2073431717409816,-0.005304965243137084,1.1554624801248545
5.1,0.22082423667855974,-0.4230474476730896,-0.47200553332027806,-0.4376839775862862
5.2,-1.197054257429113,-1.564628156676593,-0.025896619621106485,0.03273361040309278
5.3,0.41701445949700117,1.1675105237269692,-1.1966073431318698,1.1426340454128687
5.4,-1.711507242119887,0.7964172889682269,0.20523013981201288,-0.021367798634656307
5.5,-0.243764743914759,0.13171369582115494,0.08638860687945128,1.3822499822802634
5.6,-2.272974647877912,1.8228041944523286,-1.0585535548389788,-0.08960593492080295
5.7,-0.45892160192470255,-0.21928665016977486,-0.17188980036101825,1.6497048510954184
5.8,1.0166783181626742,0.4569759806468568,0.36528899530569836,-0.17259592291677422
5.9,-0.6154532433110388,-0.02850457799607224,-0.4686593843569586,0.29559597139167054
6.0,-0.6342028223505696,-0.49309414741212293,1.6149568215065422,1.1798663697765537e-05
6.1,1.1495499477462896,0.30259325101727846,-2.0311825368469574,-1.4281616526124838
6.2,0.5172573770011762,-0.5300387732919472,0.13744312145101428,1.412769957498182
6.3,2.2323018639633516,-0.14954650054129592,-2.384173434112823,0.6040555770824839
6.4,-0.32789754552133715,-0.15764536963871603,-1.2891926649427876,0.42268536918352456
6.5,1.3955627043447554,1.1021222853506196,-1.0445614083500965,1.5017889269395002
6.6,-1.1793455130495192,0.432467499183837,0.4331188739606505,0.08794115516545725
6.7,0.2843875234358727,1.853835757239707,-1.28280287837818,-1.3355493391144062
6.8,0.7705765158565909,2.2764500349937284,0.2048112212152788,-0.49162595540632387
6.9,1.5131122209754235,1.7052454986852092,1.4784291590221865,0.5118728380760624
7.0,0.1309771523149559,-0.8078984692284118,0.7319033897482978,-0.0644547586585989
7.1,0.857909275056968,1.4958620066836146,0.6255452557766168,0.6476015726946376
7.2,0.36116262705589863,0.49321982524007657,-0.7991116080533197,1.1422224401186694
7.3,0.054513759690115404,1.3472167914846884,0.19889235200230168,-1.650387327670395
7.4,1.4114615362161091,0.08718219448266476,0.22453042890517302,-0.604912798235835
7.5,0.0004894269576938119,-0.46086206262527746,-0.6745280345820047,-0.48906061144261637
7.6,-1.000424496078944,-0.294178530858862,-0.6936346301663245,0.5659725797849445
7.7,2.1462885820223967,-0.29919519973053244,-0.49137265668060764,-0.307821828010587
7.8,1.938307252008915,-0.5596730030394483,0.23621507533166486,0.5192828610602298
7.9,-0.5199046468357045,-0.8456398286936988,1.7394102537481377,-2.925875924340319
8.0,-0.7076253289395166,0.9082922264463529,-1.7091164477079208,-0.5023708117053085
8.1,0.9962535466898355,0.400674257970779,-0.24358994552388366,1.4489026505512823
8.2,0.6667355025326985,-1.186546475542403,-0.5231836443545292,1.0180110098905013
8.3,-0.3841336258992036,1.0975415799287551,-0.948162444425037,-0.7326275776171678
8.4,-0.18966681543530897,-0.43725270688709944,-2.3243837145094464,1.1371490265319406
8.5,-1.7480979033190183,0.10420161870913376,-0.508398600849454,0.23690971442386943
8.6,-0.11275172844239474,-0.15171591240089122,0.04575461359365553,-1.018688302554619
8.7,0.5558172106926851,-1.040040147173789,-0.27435104935762744,1.0436523375972468
8.8,0.28391291392368373,-0.46360142732080284,-0.5890760150955215,1.1004135805469886
8.9,0.14158309509746636,-0.5147713303656011,1.0785798931689594,-0.11895947065922993
9.0,0.00464173013345994,-0.30294092229538033,0.2806045808554707,-2.500331461825994
9.1,-1.1821707524854612,0.4686285759923888,0.9047621913294854,0.6850945217289756
9.2,-1.4203566624187334,-0.7523045719384066,-0.6603571320813602,0.296182683663163
9.3,-0.2846400291284539,-0.20360830852127101,-1.1705890791803832,-1.5387022834501962
9.4,-1.5575606169852914,-0.3549223937884535,1.0022262534906774,-0.6131427514747604
9.5,-0.26323217374764757,-0.8370644542443313,0.7266747442412902,-0.2020969772687561
9.6,-0.7005452542960057,-0.953144253524018,-0.28160300831557283,0.4804554311367523
9.700000000000001,-0.897408100928113,2.129953872999588,-0.6322567669180398,0.8614359970933168
9.8,0.3611273119512419,-0.003577701138155765,0.9693189325989255,-0.9240153272392686
9.9,-0.8958048929721861,0.38260917334243755,0.5337058220982452,-2.005216419729237
10.0,-1.4787651157461532,0.5040743094721643,1.3892882880871975,-0.2582767541272535
10.1,-0.016991417144040052,0.31083655599060017,-0.17616255227802383,-0.07800869156643676
10.200000000000001,0.6994151728567441,0.7430653567571421,0.9330378974562408,-0.10900332331889806
10.3,1.6867016834424984,0.07773969845932618,-0.4275437124346347,0.4546566422621706
10.4,-0.3878452811607355,-0.4454445716395211,0.061675678024945786,-2.618643831819056
10.5,0.37021233870668124,0.09485894031713238,-1.0067859107421107,0.9740658268145503
10.6,0.18131927033435277,-1.226010514434289,2.5834532053316335,-1.1170186117418168
10.700000000000001,1.2122762753617313,1.085060377406005,-1.0238975702457027,-0.18266729723757796
10.8,-0.15562867407007938,0.7860523100892005,-0.8479881442147751,0.5102487110460742
10.9,0.4131518676493042,-0.05950971281252146,-0.4937961946953321,-0.3676527003779252
11.0,-0.7910994272302614,0.278090905018215,0.8150241075101882,0.16241047012893986
11.1,-2.015935899625247,0.21931292951507797,-0.912369575354523,-0.8020494535856028
11.200000000000001,-0.09203310090391965,-1.4832999189619813,-0.8707509455310768,1.5213536083027273
11.3,0.347939100483504,-1.5684157360525568,2.2250512974868997,0.586417309513403
11.4,-0.3864624056191724,0.5039104300604501,0.6358539645052257,0.6613955349703482
11.5,-0.5963711788694595,-0.5197942586641094,1.3829079836229137,-0.6699856516333782
11.6,-0.20706189418981474,-0.3176559625027184,-0.46317829996722604,-0.39486751215101795
11.700000000000001,0.8960603288683097,0.09219196924336663,0.582738864129126,-0.5018431105882062
11.8,-2.2846346063805036,0.278964847460049,-0.9434051610676595,-2.3947058514211434
11.9,0.5341978661736546,0.019561522282234074,-0.5644124315133302,-0.8505503030340682
12.0,0.9518732389178606,-0.07748799081100362,-0.8436577730912674,-0.20650534720598054
12.1,1.392491869734098,0.1875100988984397,-0.09317344189001958,-1.3968391591237783
12.200000000000001,1.2455863151504545,-0.26705510685275824,-0.3156231126937397,1.0386531597287068
12.3,-0.5806801124148687,0.48867571828266243,-0.486222986506546,-0.2021684817807356
12.4,0.28045982213349624,0.976300487549618,0.789999452329865,-0.28933952951687125
12.5,0.46804495691918346,-0.5714597368682828,-1.6053371348754073,0.5975361291307517
12.6,0.7824859959432603,-0.24386439225462397,-0.3115455788466493,0.016569007789517146
12.700000000000001,1.043501541168647,0.9570498216700458,0.2803199242892066,1.4702518299155836
12.8,1.4123950107222794,-0.3315544653501383,-1.0399833691074294,1.376925331972542
12.9,0.9308900606446655,1.13871616935585,0.6439270508778808,0.19002999278171961
13.0,-0.24399740188974006,-1.1564611698948906,-0.6864448889975534,0.7996310873708339
13.1,-1.188104504351843,-1.0020609331668073,0.9748802075905348,-0.40570587745505504
13.200000000000001,-0.2233018061829418,0.7839323078274463,-0.286049044387604,0.2512498970895107
13.3,-0.17715868427734782,1.9487331625314221,0.8481773819291264,0.13499787454585346
13.4,-0.7308087895669272,2.361030957932734,0.907010005074637,-0.8118487703818448
13.5,1.7440483021730009,-0.7234039963311785,-0.7841057821269382,1.3297777625186638
13.6,-2.161390693574015,-0.3196561628446012,-0.214079541023969,-0.17096911817315888
13.700000000000001,1.2230193972574641,1.5083984811704374,2.1685821021198315,-0.07342244312759975
13.8,-1.5749227964899417,-1.7105973148057299,0.8748062667212989,-1.2299446069450002
13.9,0.06757503383401588,-0.18043258102188453,-0.7836179965672381,-1.2827898496857244
14.0,1.1683832982139764,-1.8601662519373088,-1.3685328407833601,1.0674035410271818
14.1,-1.205130627683489,-0.3924313040590988,-0.8086546379768792,-1.1977853869102373
14.200000000000001,0.45927485463777173,-0.44622595003606086,-0.020569032908040658,0.39535818203617135
14.3,0.04818566836732551,1.0674293941372335,-0.14322489952200507,-2.083574887656111
14.4,-0.6952669501757452,-1.4454188802987826,0.6458833150646976,-1.1652987117959688
14.5,-0.39745045520001115,-0.16040992681954352,0.805503604598389,-1.6367855640737488
14.6,-1.0258433926080366,-1.7175298886820405,0.7832058663310462,0.9792991129716578
14.700000000000001,0.8241337708664995,-0.11714825626221141,-1.3854259836484324,1.6633086651943243
14.8,0.008593053455703924,-0.11641072874844435,-1.4112802512268097,-0.4388791494785517
14.9,-0.0615719194340544,-0.5347131345226833,0.3329585184731368,-0.9506883618982074
15.0,0.8233401653463018,1.0106182924333007,0.48017429210411633,0.5202735621801485
15.1,-0.8484044446805109,1.4858286068396245,-0.0018675712582356702,-2.4546297404995254
15.200000000000001,-0.017828620667885136,2.0547931601490674,-1.2795735313406482,0.19130480642221995
15.3,0.8063381717413406,-0.28533059227723606,-1.8411796376740024,1.735796997402222
15.4,0.027357684925102176,-0.3543473842594292,-1.0841060185400615,1.2480443371982148
15.5,0.3906920032715039,0.9824991216147627,-0.43742417344666396,0.0256930493045713
15.6,-0.14315174111638698,-0.3744206678144374,0.27518739597093067,1.0833571741781909
15.700000000000001,0.8022508844558286,-1.806297805976729,-1.0005163324105135,-1.7936612260057698
15.8,0.9425479677979183,-0.27776436895053375,-0.8951244154262675,0.8749798493288566
15.9,-0.3662121330292788,0.6780833552081463,0.5641718402023513,1.7600361200699122
16.0,-0.5592663672771794,1.9180945855019313,0.6484151086034303,0.16521190954948856
16.1,0.03194632253436586,-0.6816670626130712,1.1195731106208768,0.5380115299926876
16.200000000000003,1.0572203663529767,-1.0679283719960047,-0.84310877556896,-0.17572319984994653
16.3,-0.34924298064188153,0.2815868791943511,1.3726072085304148,-0.8884092192559112
16.400000000000002,1.0184416587029723,1.0335601089041473,1.1160743831375877,1.3697313890307707
16.500000000000004,-0.5083930826926115,0.4924960616360882,-1.6549917712018234,0.7814665253939769
16.6,2.0440953378336593,-1.0586775922701466,-1.1036300883122,-0.7754009942046919
16.700000000000003,-1.5930595169011792,0.029807765553682725,0.7878600743334148,-0.8583456074514281
16.8,-0.6973017895633542,-0.03736570344756939,-0.44602553035888354,-1.2716653246279315
